13,count
Kahlua,164
brown rice,164
monterey jack pepper cheese,163
ghee,162
vanilla essence,162
light sour cream,161
instant coffee,161
instant vanilla pudding,161
chicken breast,160
water chestnuts,160
oyster sauce,159
tuna,158
cashews,158
sweet potato,157
maraschino cherry,157
vegetable shortening,156
russet potatoes,155
garam masala,155
fennel seed,154
ground turmeric,154
quick-cooking oats,153
salted butter,153
canned pumpkin,153
sage,152
fresh basil leaves,152
arborio rice,150
beef,150
sun-dried tomatoes,150
frozen strawberries,149
self-rising flour,148
white rice,148
cranberries,148
elbow macaroni,147
fresh cranberries,146
celery seed,145
granny smith apples,145
instant yeast,145
long grain rice,145
green olives,144
garbanzo beans,143
fresh basil leaf,143
mini marshmallows,143
reduced sodium soy sauce,142
sun-dried tomato,142
chicken thighs,142
chocolate,142
kale,142
turkey,142
tortilla chips,142
sake,142
chicken bouillon cubes,142
sausage,141
fresh garlic cloves,140
parsley flakes,140
bean sprouts,139
Bisquick,139
spaghetti,138
mashed potatoes,138
mustard powder,138
pineapple chunks,138
bacon bits,137
light cream cheese,137
liquid smoke,136
golden syrup,136
caraway seed,136
fresh sage,136
sweet paprika,135
gelatin,134
maraschino cherries,133
white chocolate,132
coffee,132
sweet onions,132
salmon fillets,132
chilies,131
pears,131
chorizo sausage,131
red kidney beans,131
self raising flour,131
parmigiano-reggiano cheese,130
red chilies,129
white flour,129
kalamata olive,128
mangoes,127
ground flax seeds,127
bicarbonate of soda,126
cannellini beans,125
medium shrimp,125
cherry pie filling,125
pecan halves,125
hamburger,124
vanilla instant pudding mix,124
old fashioned oats,124
fine sea salt,124
hazelnuts,123
snow peas,123
fresh tarragon,123
dried sage,123
poppy seed,122
fennel bulb,122
pork,122
yukon gold potatoes,121
cremini mushrooms,121
dark corn syrup,120
instant coffee granules,120
rice wine,120
chunky salsa,120
gruyere cheese,120
fat free cream cheese,118
mascarpone cheese,118
deli ham,117
couscous,117
flax seed,117
green chili,116
low-fat mayonnaise,116
white chocolate chips,116
quick oats,116
fresh blueberries,115
whole tomatoes,115
vanilla yogurt,115
chopped tomato,115
tomatoes and green chilies,114
chipotle chiles in adobo,114
shiitake mushrooms,114
berries,114
pistachios,113
diced tomato,112
orange bell pepper,112
eggplants,111
cherries,111
red capsicum,111
colby-monterey jack cheese,111
Cointreau liqueur,110
quinoa,110
xanthan gum,110
chili beans,109
chicken bouillon,109
smoked sausage,109
green cabbage,109
rotel,108
star anise,108
Amaretto,108
part-skim mozzarella cheese,108
turmeric powder,108
red cabbage,108
smoked salmon,108
broccoli floret,107
dried dill,107
unbleached flour,107
dried tarragon,107
fresh pineapple,107
creme fraiche,105
fresh parsley leaves,105
sweetened flaked coconut,105
frozen raspberries,105
red seedless grapes,105
boneless skinless chicken thighs,105
cognac,104
pineapple tidbits,103
fat free sour cream,103
alfredo sauce,103
Spanish onion,103
reduced-fat cream cheese,102
frozen blueberries,102
brewed coffee,102
boneless chicken breasts,102
portabella mushrooms,102
red chili powder,102
tarragon,102
Bisquick baking mix,100
iceberg lettuce,100
large shrimp,100
flax seed meal,100
spring onion,100
gorgonzola,99
marjoram,99
broth,99
arugula,98
